"Titre de tracé : t504"
"#","Date Heure, GMT+02:00","Temp. °C (LGR S/N: 10445474, SEN S/N: 10445474)","Temp. °C (LGR S/N: 10445474 SEN S/N: 10445474)","Temp. °C (LGR S/N: 10445474 SEN S/N: 10445474)","Temp. °C (LGR S/N: 10445474 SEN S/N: 10445474)"
81,07/24/15 10:00:00 AM,17.439,17.320,16.963,18.247
82,07/24/15 10:15:00 AM,17.439,17.296,16.963,18.247
83,07/24/15 10:30:00 AM,17.439,17.272,16.963,18.247
84,07/24/15 10:45:00 AM,17.439,17.272,16.939,18.247
85,07/24/15 11:00:00 AM,17.439,17.249,16.915,18.247
86,07/24/15 11:15:00 AM,17.439,17.249,16.915,18.224
87,07/24/15 11:30:00 AM,17.463,17.225,16.915,18.247
88,07/24/15 11:45:00 AM,17.486,17.225,16.892,18.247
89,07/24/15 12:00:00 PM,17.510,17.201,16.892,18.224
90,07/24/15 12:15:00 PM,17.534,17.201,16.892,18.224
91,07/24/15 12:30:00 PM,17.558,17.201,16.868,18.224
92,07/24/15 12:45:00 PM,17.582,17.201,16.844,18.224
93,07/24/15 01:00:00 PM,17.605,17.177,16.844,18.224
94,07/24/15 01:15:00 PM,17.629,17.177,16.844,18.200
95,07/24/15 01:30:00 PM,17.677,17.177,16.844,18.200
96,07/24/15 01:45:00 PM,17.701,17.177,16.820,18.200
97,07/24/15 02:00:00 PM,17.724,17.177,16.820,18.200
98,07/24/15 02:15:00 PM,17.748,17.177,16.820,18.200
99,07/24/15 02:30:00 PM,17.772,17.177,16.796,18.176
100,07/24/15 02:45:00 PM,17.796,17.177,16.796,18.176
101,07/24/15 03:00:00 PM,17.819,17.201,16.796,18.176
102,07/24/15 03:15:00 PM,17.843,17.201,16.796,18.176
103,07/24/15 03:30:00 PM,17.867,17.201,16.773,18.176
104,07/24/15 03:45:00 PM,17.891,17.201,16.773,18.176
105,07/24/15 04:00:00 PM,17.915,17.201,16.773,18.176
106,07/24/15 04:15:00 PM,17.938,17.225,16.773,18.152
107,07/24/15 04:30:00 PM,17.938,17.225,16.749,18.152
108,07/24/15 04:45:00 PM,17.962,17.225,16.749,18.152
109,07/24/15 05:00:00 PM,17.986,17.249,16.749,18.152
110,07/24/15 05:15:00 PM,17.986,17.249,16.749,18.152
111,07/24/15 05:30:00 PM,17.986,17.249,16.749,18.152
112,07/24/15 05:45:00 PM,18.010,17.249,16.749,18.152
113,07/24/15 06:00:00 PM,18.033,17.272,16.749,18.129
114,07/24/15 06:15:00 PM,18.033,17.272,16.749,18.129
115,07/24/15 06:30:00 PM,18.033,17.272,16.749,18.129
116,07/24/15 06:45:00 PM,18.057,17.272,16.749,18.129
117,07/24/15 07:00:00 PM,18.057,17.296,16.749,18.129
118,07/24/15 07:15:00 PM,18.081,17.296,16.749,18.129
119,07/24/15 07:30:00 PM,18.105,17.296,16.749,18.129
120,07/24/15 07:45:00 PM,18.105,17.320,16.749,18.129
121,07/24/15 08:00:00 PM,18.105,17.320,16.749,18.129
122,07/24/15 08:15:00 PM,18.129,17.320,16.749,18.105
123,07/24/15 08:30:00 PM,18.129,17.320,16.749,18.129
124,07/24/15 08:45:00 PM,18.129,17.320,16.749,18.105
125,07/24/15 09:00:00 PM,18.129,17.344,16.749,18.105
126,07/24/15 09:15:00 PM,18.129,17.344,16.749,18.105
127,07/24/15 09:30:00 PM,18.105,17.368,16.749,18.105
128,07/24/15 09:45:00 PM,18.129,17.368,16.749,18.105
129,07/24/15 10:00:00 PM,18.129,17.344,16.749,18.105
130,07/24/15 10:15:00 PM,18.129,17.368,16.749,18.105
131,07/24/15 10:30:00 PM,18.129,17.368,16.749,18.105
132,07/24/15 10:45:00 PM,18.129,17.368,16.773,18.105
133,07/24/15 11:00:00 PM,18.129,17.391,16.773,18.105
134,07/24/15 11:15:00 PM,18.129,17.391,16.773,18.105
135,07/24/15 11:30:00 PM,18.129,17.391,16.773,18.105
136,07/24/15 11:45:00 PM,18.129,17.391,16.773,18.105
137,07/25/15 12:00:00 AM,18.129,17.391,16.773,18.105
138,07/25/15 12:15:00 AM,18.105,17.391,16.773,18.105
139,07/25/15 12:30:00 AM,18.105,17.391,16.773,18.105
140,07/25/15 12:45:00 AM,18.129,17.391,16.773,18.105
141,07/25/15 01:00:00 AM,18.105,17.415,16.773,18.105
142,07/25/15 01:15:00 AM,18.105,17.391,16.773,18.105
143,07/25/15 01:30:00 AM,18.105,17.415,16.773,18.081
144,07/25/15 01:45:00 AM,18.105,17.415,16.773,18.105
145,07/25/15 02:00:00 AM,18.105,17.415,16.773,18.081
146,07/25/15 02:15:00 AM,18.105,17.415,16.773,18.081
147,07/25/15 02:30:00 AM,18.105,17.415,16.773,18.081
148,07/25/15 02:45:00 AM,18.081,17.415,16.773,18.081
149,07/25/15 03:00:00 AM,18.081,17.415,16.773,18.081
150,07/25/15 03:15:00 AM,18.057,17.415,16.773,18.105
151,07/25/15 03:30:00 AM,18.057,17.391,16.796,18.081
152,07/25/15 03:45:00 AM,18.033,17.391,16.796,18.081
153,07/25/15 04:00:00 AM,18.033,17.391,16.773,18.081
154,07/25/15 04:15:00 AM,18.010,17.391,16.796,18.081
155,07/25/15 04:30:00 AM,18.010,17.391,16.796,18.081
156,07/25/15 04:45:00 AM,17.986,17.391,16.796,18.081
157,07/25/15 05:00:00 AM,17.962,17.391,16.796,18.081
158,07/25/15 05:15:00 AM,17.962,17.391,16.796,18.081
159,07/25/15 05:30:00 AM,17.938,17.391,16.796,18.081
160,07/25/15 05:45:00 AM,17.915,17.368,16.796,18.081
161,07/25/15 06:00:00 AM,17.891,17.368,16.796,18.081
162,07/25/15 06:15:00 AM,17.843,17.368,16.796,18.081
163,07/25/15 06:30:00 AM,17.843,17.368,16.796,18.081
164,07/25/15 06:45:00 AM,17.819,17.368,16.796,18.057
165,07/25/15 07:00:00 AM,17.796,17.368,16.796,18.081
166,07/25/15 07:15:00 AM,17.772,17.344,16.796,18.081
167,07/25/15 07:30:00 AM,17.748,17.344,16.796,18.057
168,07/25/15 07:45:00 AM,17.724,17.344,16.796,18.057
169,07/25/15 08:00:00 AM,17.701,17.320,16.796,18.057
170,07/25/15 08:15:00 AM,17.653,17.320,16.796,18.081
171,07/25/15 08:30:00 AM,17.629,17.320,16.796,18.081
172,07/25/15 08:45:00 AM,17.605,17.296,16.796,18.081
173,07/25/15 09:00:00 AM,17.582,17.296,16.773,18.081
174,07/25/15 09:15:00 AM,17.558,17.296,16.773,18.081
175,07/25/15 09:30:00 AM,17.534,17.272,16.773,18.081
176,07/25/15 09:45:00 AM,17.486,17.272,16.773,18.081
177,07/25/15 10:00:00 AM,17.463,17.249,16.773,18.081
178,07/25/15 10:15:00 AM,17.439,17.249,16.773,18.105
179,07/25/15 10:30:00 AM,17.415,17.225,16.749,18.105
180,07/25/15 10:45:00 AM,17.391,17.225,16.749,18.105
181,07/25/15 11:00:00 AM,17.368,17.201,16.749,18.105
182,07/25/15 11:15:00 AM,17.344,17.201,16.749,18.105
183,07/25/15 11:30:00 AM,17.320,17.177,16.749,18.105
184,07/25/15 11:45:00 AM,17.296,17.177,16.749,18.105
185,07/25/15 12:00:00 PM,17.296,17.153,16.725,18.105
186,07/25/15 12:15:00 PM,17.272,17.153,16.725,18.105
187,07/25/15 12:30:00 PM,17.272,17.130,16.725,18.129
188,07/25/15 12:45:00 PM,17.249,17.130,16.725,18.129
189,07/25/15 01:00:00 PM,17.249,17.130,16.725,18.129
190,07/25/15 01:15:00 PM,17.249,17.130,16.701,18.129
191,07/25/15 01:30:00 PM,17.225,17.106,16.701,18.129
192,07/25/15 01:45:00 PM,17.225,17.106,16.701,18.129
193,07/25/15 02:00:00 PM,17.201,17.082,16.701,18.129
194,07/25/15 02:15:00 PM,17.201,17.082,16.677,18.129
195,07/25/15 02:30:00 PM,17.225,17.082,16.677,18.129
196,07/25/15 02:45:00 PM,17.201,17.058,16.677,18.129
197,07/25/15 03:00:00 PM,17.201,17.058,16.677,18.129
198,07/25/15 03:15:00 PM,17.201,17.058,16.654,18.129
199,07/25/15 03:30:00 PM,17.201,17.034,16.654,18.129
200,07/25/15 03:45:00 PM,17.201,17.034,16.654,18.129
201,07/25/15 04:00:00 PM,17.201,17.034,16.654,18.129
202,07/25/15 04:15:00 PM,17.177,17.011,16.654,18.105
203,07/25/15 04:30:00 PM,17.177,17.011,16.630,18.105
204,07/25/15 04:45:00 PM,17.177,17.011,16.630,18.105
205,07/25/15 05:00:00 PM,17.177,16.987,16.630,18.081
206,07/25/15 05:15:00 PM,17.153,16.987,16.606,18.081
207,07/25/15 05:30:00 PM,17.153,16.987,16.606,18.081
208,07/25/15 05:45:00 PM,17.153,16.987,16.606,18.081
209,07/25/15 06:00:00 PM,17.153,16.963,16.606,18.057
210,07/25/15 06:15:00 PM,17.153,16.963,16.606,18.057
211,07/25/15 06:30:00 PM,17.130,16.963,16.606,18.057
212,07/25/15 06:45:00 PM,17.130,16.963,16.582,18.057
213,07/25/15 07:00:00 PM,17.130,16.939,16.582,18.057
214,07/25/15 07:15:00 PM,17.130,16.939,16.582,18.057
215,07/25/15 07:30:00 PM,17.130,16.939,16.582,18.057
216,07/25/15 07:45:00 PM,17.130,16.939,16.558,18.057
217,07/25/15 08:00:00 PM,17.130,16.915,16.558,18.033
218,07/25/15 08:15:00 PM,17.130,16.915,16.558,18.033
219,07/25/15 08:30:00 PM,17.106,16.915,16.558,18.033
220,07/25/15 08:45:00 PM,17.106,16.915,16.534,18.033
221,07/25/15 09:00:00 PM,17.082,16.915,16.534,18.033
222,07/25/15 09:15:00 PM,17.058,16.892,16.534,18.033
223,07/25/15 09:30:00 PM,17.058,16.892,16.534,18.033
224,07/25/15 09:45:00 PM,17.034,16.892,16.511,18.033
225,07/25/15 10:00:00 PM,17.011,16.892,16.511,18.033
226,07/25/15 10:15:00 PM,16.987,16.868,16.511,18.033
227,07/25/15 10:30:00 PM,16.963,16.868,16.511,18.033
228,07/25/15 10:45:00 PM,16.963,16.868,16.511,18.010
229,07/25/15 11:00:00 PM,16.939,16.844,16.487,18.010
230,07/25/15 11:15:00 PM,16.892,16.844,16.487,18.010
231,07/25/15 11:30:00 PM,16.868,16.820,16.487,18.010
232,07/25/15 11:45:00 PM,16.844,16.820,16.487,17.986
233,07/26/15 12:00:00 AM,16.796,16.820,16.487,17.986
234,07/26/15 12:15:00 AM,16.773,16.796,16.463,17.986
235,07/26/15 12:30:00 AM,16.749,16.796,16.463,17.986
236,07/26/15 12:45:00 AM,16.725,16.773,16.463,17.986
237,07/26/15 01:00:00 AM,16.677,16.773,16.439,17.962
238,07/26/15 01:15:00 AM,16.630,16.749,16.439,17.962
239,07/26/15 01:30:00 AM,16.606,16.725,16.439,17.962
240,07/26/15 01:45:00 AM,16.558,16.725,16.439,17.962
241,07/26/15 02:00:00 AM,16.534,16.701,16.415,17.962
242,07/26/15 02:15:00 AM,16.487,16.677,16.415,17.962
243,07/26/15 02:30:00 AM,16.439,16.677,16.415,17.962
244,07/26/15 02:45:00 AM,16.415,16.654,16.415,17.938
245,07/26/15 03:00:00 AM,16.368,16.630,16.392,17.938
246,07/26/15 03:15:00 AM,16.320,16.606,16.392,17.938
247,07/26/15 03:30:00 AM,16.272,16.582,16.368,17.938
248,07/26/15 03:45:00 AM,16.225,16.582,16.368,17.915
249,07/26/15 04:00:00 AM,16.177,16.558,16.368,17.915
250,07/26/15 04:15:00 AM,16.129,16.534,16.344,17.915
251,07/26/15 04:30:00 AM,16.082,16.511,16.344,17.915
252,07/26/15 04:45:00 AM,16.034,16.487,16.320,17.891
253,07/26/15 05:00:00 AM,15.986,16.463,16.320,17.891
254,07/26/15 05:15:00 AM,15.939,16.439,16.296,17.891
255,07/26/15 05:30:00 AM,15.891,16.415,16.296,17.867
256,07/26/15 05:45:00 AM,15.843,16.368,16.272,17.867
257,07/26/15 06:00:00 AM,15.772,16.368,16.249,17.867
258,07/26/15 06:15:00 AM,15.724,16.320,16.249,17.867
259,07/26/15 06:30:00 AM,15.676,16.296,16.225,17.843
260,07/26/15 06:45:00 AM,15.629,16.272,16.225,17.843
261,07/26/15 07:00:00 AM,15.581,16.249,16.201,17.819
262,07/26/15 07:15:00 AM,15.533,16.201,16.177,17.819
263,07/26/15 07:30:00 AM,15.485,16.177,16.177,17.819
264,07/26/15 07:45:00 AM,15.461,16.153,16.153,17.796
265,07/26/15 08:00:00 AM,15.438,16.129,16.129,17.796
266,07/26/15 08:15:00 AM,15.390,16.106,16.106,17.796
267,07/26/15 08:30:00 AM,15.366,16.082,16.106,17.772
268,07/26/15 08:45:00 AM,15.342,16.058,16.082,17.796
269,07/26/15 09:00:00 AM,15.318,16.034,16.082,17.772
270,07/26/15 09:15:00 AM,15.294,15.986,16.058,17.772
271,07/26/15 09:30:00 AM,15.270,15.963,16.034,17.748
272,07/26/15 09:45:00 AM,15.247,15.939,16.010,17.748
273,07/26/15 10:00:00 AM,15.247,15.915,16.010,17.748
274,07/26/15 10:15:00 AM,15.247,15.891,15.986,17.724
275,07/26/15 10:30:00 AM,15.247,15.867,15.963,17.724
276,07/26/15 10:45:00 AM,15.223,15.867,15.963,17.724
277,07/26/15 11:00:00 AM,15.223,15.843,15.939,17.724
278,07/26/15 11:15:00 AM,15.223,15.819,15.939,17.701
279,07/26/15 11:30:00 AM,15.223,15.796,15.915,17.701
280,07/26/15 11:45:00 AM,15.223,15.772,15.891,17.701
281,07/26/15 12:00:00 PM,15.223,15.772,15.867,17.701
282,07/26/15 12:15:00 PM,15.223,15.748,15.867,17.677
283,07/26/15 12:30:00 PM,15.247,15.724,15.843,17.677
284,07/26/15 12:45:00 PM,15.247,15.724,15.843,17.677
285,07/26/15 01:00:00 PM,15.270,15.700,15.819,17.653
286,07/26/15 01:15:00 PM,15.294,15.700,15.796,17.653
287,07/26/15 01:30:00 PM,15.294,15.676,15.772,17.653
288,07/26/15 01:45:00 PM,15.294,15.676,15.772,17.629
289,07/26/15 02:00:00 PM,15.294,15.676,15.772,17.629
290,07/26/15 02:15:00 PM,15.318,15.652,15.748,17.629
291,07/26/15 02:30:00 PM,15.318,15.652,15.724,17.629
292,07/26/15 02:45:00 PM,15.318,15.652,15.724,17.605
293,07/26/15 03:00:00 PM,15.342,15.652,15.700,17.605
294,07/26/15 03:15:00 PM,15.342,15.629,15.700,17.582
295,07/26/15 03:30:00 PM,15.342,15.629,15.700,17.582
296,07/26/15 03:45:00 PM,15.342,15.629,15.676,17.582
297,07/26/15 04:00:00 PM,15.366,15.629,15.676,17.558
298,07/26/15 04:15:00 PM,15.342,15.629,15.652,17.558
299,07/26/15 04:30:00 PM,15.366,15.605,15.652,17.558
300,07/26/15 04:45:00 PM,15.366,15.605,15.629,17.558
301,07/26/15 05:00:00 PM,15.366,15.605,15.629,17.534
302,07/26/15 05:15:00 PM,15.366,15.605,15.629,17.534
303,07/26/15 05:30:00 PM,15.342,15.605,15.605,17.534
304,07/26/15 05:45:00 PM,15.342,15.605,15.605,17.510
305,07/26/15 06:00:00 PM,15.342,15.605,15.581,17.510
306,07/26/15 06:15:00 PM,15.342,15.605,15.581,17.510
307,07/26/15 06:30:00 PM,15.342,15.581,15.581,17.510
308,07/26/15 06:45:00 PM,15.342,15.581,15.557,17.486
309,07/26/15 07:00:00 PM,15.318,15.581,15.557,17.486
310,07/26/15 07:15:00 PM,15.318,15.581,15.557,17.486
311,07/26/15 07:30:00 PM,15.318,15.557,15.533,17.486
312,07/26/15 07:45:00 PM,15.318,15.557,15.533,17.463
313,07/26/15 08:00:00 PM,15.318,15.557,15.533,17.463
314,07/26/15 08:15:00 PM,15.318,15.557,15.509,17.463
315,07/26/15 08:30:00 PM,15.318,15.557,15.509,17.463
316,07/26/15 08:45:00 PM,15.318,15.557,15.509,17.463
317,07/26/15 09:00:00 PM,15.318,15.533,15.485,17.439
318,07/26/15 09:15:00 PM,15.318,15.533,15.485,17.439
319,07/26/15 09:30:00 PM,15.318,15.533,15.485,17.439
320,07/26/15 09:45:00 PM,15.318,15.533,15.485,17.439
321,07/26/15 10:00:00 PM,15.342,15.533,15.461,17.439
322,07/26/15 10:15:00 PM,15.342,15.533,15.461,17.415
323,07/26/15 10:30:00 PM,15.342,15.533,15.461,17.415
324,07/26/15 10:45:00 PM,15.366,15.509,15.438,17.415
325,07/26/15 11:00:00 PM,15.366,15.509,15.438,17.415
326,07/26/15 11:15:00 PM,15.366,15.509,15.438,17.415
327,07/26/15 11:30:00 PM,15.390,15.509,15.438,17.415
328,07/26/15 11:45:00 PM,15.390,15.509,15.414,17.391
329,07/27/15 12:00:00 AM,15.390,15.509,15.414,17.391
330,07/27/15 12:15:00 AM,15.414,15.509,15.414,17.391
331,07/27/15 12:30:00 AM,15.414,15.509,15.414,17.391
332,07/27/15 12:45:00 AM,15.414,15.509,15.414,17.368
333,07/27/15 01:00:00 AM,15.414,15.509,15.390,17.368
334,07/27/15 01:15:00 AM,15.438,15.509,15.390,17.368
335,07/27/15 01:30:00 AM,15.438,15.509,15.366,17.368
336,07/27/15 01:45:00 AM,15.438,15.509,15.366,17.368
337,07/27/15 02:00:00 AM,15.438,15.509,15.366,17.368
338,07/27/15 02:15:00 AM,15.438,15.509,15.366,17.344
339,07/27/15 02:30:00 AM,15.438,15.509,15.366,17.344
340,07/27/15 02:45:00 AM,15.438,15.509,15.366,17.344
341,07/27/15 03:00:00 AM,15.461,15.509,15.366,17.344
342,07/27/15 03:15:00 AM,15.438,15.509,15.342,17.344
343,07/27/15 03:30:00 AM,15.461,15.533,15.342,17.344
344,07/27/15 03:45:00 AM,15.461,15.509,15.342,17.320
345,07/27/15 04:00:00 AM,15.461,15.509,15.342,17.320
346,07/27/15 04:15:00 AM,15.461,15.509,15.342,17.320
347,07/27/15 04:30:00 AM,15.461,15.533,15.318,17.320
348,07/27/15 04:45:00 AM,15.461,15.509,15.318,17.320
349,07/27/15 05:00:00 AM,15.461,15.509,15.318,17.320
350,07/27/15 05:15:00 AM,15.461,15.533,15.318,17.296
351,07/27/15 05:30:00 AM,15.461,15.509,15.318,17.296
352,07/27/15 05:45:00 AM,15.461,15.509,15.318,17.296
353,07/27/15 06:00:00 AM,15.461,15.533,15.318,17.296
354,07/27/15 06:15:00 AM,15.461,15.509,15.318,17.296
355,07/27/15 06:30:00 AM,15.461,15.509,15.294,17.272
356,07/27/15 06:45:00 AM,15.438,15.509,15.318,17.272
357,07/27/15 07:00:00 AM,15.461,15.509,15.294,17.272
358,07/27/15 07:15:00 AM,15.438,15.509,15.294,17.272
359,07/27/15 07:30:00 AM,15.438,15.509,15.294,17.272
360,07/27/15 07:45:00 AM,15.461,15.509,15.294,17.272
361,07/27/15 08:00:00 AM,15.461,15.509,15.294,17.249
362,07/27/15 08:15:00 AM,15.461,15.509,15.294,17.249
363,07/27/15 08:30:00 AM,15.461,15.509,15.294,17.249
364,07/27/15 08:45:00 AM,15.461,15.509,15.270,17.249
365,07/27/15 09:00:00 AM,15.461,15.509,15.270,17.249
366,07/27/15 09:15:00 AM,15.461,15.509,15.270,17.249
367,07/27/15 09:30:00 AM,15.485,15.509,15.270,17.249
368,07/27/15 09:45:00 AM,15.485,15.509,15.270,17.225
369,07/27/15 10:00:00 AM,15.485,15.509,15.270,17.225
370,07/27/15 10:15:00 AM,15.485,15.509,15.270,17.225
371,07/27/15 10:30:00 AM,15.509,15.509,15.247,17.225
372,07/27/15 10:45:00 AM,15.509,15.509,15.247,17.225
373,07/27/15 11:00:00 AM,15.533,15.509,15.247,17.225
374,07/27/15 11:15:00 AM,15.557,15.509,15.247,17.225
375,07/27/15 11:30:00 AM,15.557,15.509,15.247,17.225
376,07/27/15 11:45:00 AM,15.581,15.509,15.247,17.225
377,07/27/15 12:00:00 PM,15.581,15.509,15.247,17.225
378,07/27/15 12:15:00 PM,15.605,15.509,15.223,17.201
379,07/27/15 12:30:00 PM,15.629,15.509,15.223,17.201
380,07/27/15 12:45:00 PM,15.629,15.509,15.223,17.201
381,07/27/15 01:00:00 PM,15.629,15.533,15.223,17.201
382,07/27/15 01:15:00 PM,15.652,15.533,15.223,17.201
383,07/27/15 01:30:00 PM,15.676,15.533,15.223,17.201
384,07/27/15 01:45:00 PM,15.700,15.533,15.223,17.201
385,07/27/15 02:00:00 PM,15.724,15.533,15.199,17.201
386,07/27/15 02:15:00 PM,15.724,15.533,15.199,17.201
387,07/27/15 02:30:00 PM,15.748,15.557,15.199,17.177
388,07/27/15 02:45:00 PM,15.772,15.557,15.199,17.201
389,07/27/15 03:00:00 PM,15.796,15.557,15.199,17.177
390,07/27/15 03:15:00 PM,15.819,15.581,15.199,17.177
391,07/27/15 03:30:00 PM,15.843,15.581,15.199,17.177
392,07/27/15 03:45:00 PM,15.843,15.581,15.199,17.177
393,07/27/15 04:00:00 PM,15.867,15.581,15.199,17.177
394,07/27/15 04:15:00 PM,15.891,15.605,15.199,17.177
395,07/27/15 04:30:00 PM,15.915,15.605,15.199,17.177
396,07/27/15 04:45:00 PM,15.939,15.605,15.199,17.177
397,07/27/15 05:00:00 PM,15.963,15.629,15.199,17.177
398,07/27/15 05:15:00 PM,15.963,15.629,15.199,17.177
399,07/27/15 05:30:00 PM,15.986,15.652,15.199,17.177
400,07/27/15 05:45:00 PM,16.010,15.652,15.199,17.177
401,07/27/15 06:00:00 PM,16.034,15.676,15.199,17.177
402,07/27/15 06:15:00 PM,16.058,15.676,15.199,17.177
403,07/27/15 06:30:00 PM,16.058,15.676,15.199,17.153
404,07/27/15 06:45:00 PM,16.058,15.700,15.199,17.153
405,07/27/15 07:00:00 PM,16.082,15.700,15.199,17.153
406,07/27/15 07:15:00 PM,16.106,15.724,15.199,17.153
407,07/27/15 07:30:00 PM,16.106,15.724,15.199,17.153
408,07/27/15 07:45:00 PM,16.129,15.724,15.199,17.153
409,07/27/15 08:00:00 PM,16.129,15.748,15.223,17.153
410,07/27/15 08:15:00 PM,16.129,15.748,15.223,17.153
411,07/27/15 08:30:00 PM,16.153,15.772,15.223,17.153
412,07/27/15 08:45:00 PM,16.153,15.772,15.223,17.153
413,07/27/15 09:00:00 PM,16.177,15.796,15.223,17.153
414,07/27/15 09:15:00 PM,16.177,15.796,15.223,17.153
