Plot Title: hobo9,,,,,,,,
#,"Date Heure, GMT+01:00","Temp., °C (LGR S/N: 10848911, SEN S/N: 10848911, LBL: Temperature1)","Temp., °C (LGR S/N: 10848911, SEN S/N: 10848911, LBL: Temperature2)","Temp., °C (LGR S/N: 10848911, SEN S/N: 10848911, LBL: Temperature3)","Temp., °C (LGR S/N: 10848911, SEN S/N: 10848911, LBL: Temperature4)",Hôte connecté (LGR S/N: 10848911),Arrêté (LGR S/N: 10848911),Fin de fichier (LGR S/N: 10848911)
23,08/28/24 07:30:00 PM,16.795,16.259,19.738,17.03,,,
24,08/28/24 07:45:00 PM,16.813,16.28,19.683,17.007,,,
25,08/28/24 08:00:00 PM,16.829,16.302,19.622,16.987,,,
26,08/28/24 08:15:00 PM,16.844,16.321,19.569,16.972,,,
27,08/28/24 08:30:00 PM,16.859,16.341,19.515,16.958,,,
28,08/28/24 08:45:00 PM,16.874,16.36,19.463,16.944,,,
29,08/28/24 09:00:00 PM,16.886,16.378,19.417,16.93,,,
30,08/28/24 09:15:00 PM,16.897,16.394,19.372,16.921,,,
31,08/28/24 09:30:00 PM,16.908,16.411,19.337,16.914,,,
32,08/28/24 09:45:00 PM,16.917,16.426,19.3,16.908,,,
33,08/28/24 10:00:00 PM,16.924,16.442,19.255,16.903,,,
34,08/28/24 10:15:00 PM,16.929,16.455,19.215,16.897,,,
35,08/28/24 10:30:00 PM,16.933,16.469,19.173,16.893,,,
36,08/28/24 10:45:00 PM,16.933,16.482,19.141,16.891,,,
37,08/28/24 11:00:00 PM,16.933,16.493,19.112,16.89,,,
38,08/28/24 11:15:00 PM,16.93,16.505,19.093,16.89,,,
39,08/28/24 11:30:00 PM,16.926,16.513,19.071,16.888,,,
40,08/28/24 11:45:00 PM,16.918,16.521,19.047,16.888,,,
41,08/29/24 12:00:00 AM,16.911,16.528,19.029,16.888,,,
42,08/29/24 12:15:00 AM,16.9,16.534,19.019,16.887,,,
43,08/29/24 12:30:00 AM,16.89,16.54,19.001,16.888,,,
44,08/29/24 12:45:00 AM,16.878,16.543,18.995,16.888,,,
45,08/29/24 01:00:00 AM,16.865,16.546,18.986,16.891,,,
46,08/29/24 01:15:00 AM,16.853,16.549,18.979,16.894,,,
47,08/29/24 01:30:00 AM,16.839,16.549,18.974,16.897,,,
48,08/29/24 01:45:00 AM,16.826,16.549,18.961,16.9,,,
49,08/29/24 02:00:00 AM,16.813,16.549,18.958,16.905,,,
50,08/29/24 02:15:00 AM,16.799,16.548,18.938,16.905,,,
51,08/29/24 02:30:00 AM,16.787,16.546,18.934,16.906,,,
52,08/29/24 02:45:00 AM,16.775,16.545,18.929,16.905,,,
53,08/29/24 03:00:00 AM,16.764,16.542,18.94,16.905,,,
54,08/29/24 03:15:00 AM,16.753,16.54,18.958,16.905,,,
55,08/29/24 03:30:00 AM,16.743,16.537,18.949,16.909,,,
56,08/29/24 03:45:00 AM,16.731,16.534,18.915,16.903,,,
57,08/29/24 04:00:00 AM,16.72,16.531,18.9,16.9,,,
58,08/29/24 04:15:00 AM,16.71,16.528,18.875,16.899,,,
59,08/29/24 04:30:00 AM,16.698,16.525,18.857,16.897,,,
60,08/29/24 04:45:00 AM,16.686,16.521,18.84,16.897,,,
61,08/29/24 05:00:00 AM,16.674,16.518,18.825,16.894,,,
62,08/29/24 05:15:00 AM,16.662,16.513,18.812,16.894,,,
63,08/29/24 05:30:00 AM,16.65,16.509,18.802,16.894,,,
64,08/29/24 05:45:00 AM,16.637,16.505,18.788,16.893,,,
65,08/29/24 06:00:00 AM,16.625,16.5,18.793,16.891,,,
66,08/29/24 06:15:00 AM,16.612,16.496,18.788,16.894,,,
67,08/29/24 06:30:00 AM,16.6,16.49,18.794,16.896,,,
68,08/29/24 06:45:00 AM,16.586,16.485,18.794,16.894,,,
69,08/29/24 07:00:00 AM,16.574,16.479,18.833,16.906,,,
70,08/29/24 07:15:00 AM,16.563,16.473,18.894,16.921,,,
71,08/29/24 07:30:00 AM,16.554,16.467,18.996,16.948,,,
72,08/29/24 07:45:00 AM,16.545,16.463,19.016,16.958,,,
73,08/29/24 08:00:00 AM,16.537,16.457,19.108,16.985,,,
74,08/29/24 08:15:00 AM,16.533,16.451,19.204,17.015,,,
75,08/29/24 08:30:00 AM,16.533,16.446,19.289,17.036,,,
76,08/29/24 08:45:00 AM,16.534,16.442,19.364,17.064,,,
77,08/29/24 09:00:00 AM,16.539,16.439,19.43,17.083,,,
78,08/29/24 09:15:00 AM,16.548,16.436,19.497,17.109,,,
79,08/29/24 09:30:00 AM,16.558,16.435,19.615,17.143,,,
80,08/29/24 09:45:00 AM,16.572,16.435,19.708,17.19,,,
81,08/29/24 10:00:00 AM,16.585,16.435,19.673,17.207,,,
82,08/29/24 10:15:00 AM,16.601,16.436,19.563,17.199,,,
83,08/29/24 10:30:00 AM,16.622,16.439,19.472,17.176,,,
84,08/29/24 10:45:00 AM,16.646,16.443,19.427,17.158,,,
85,08/29/24 11:00:00 AM,16.671,16.449,19.39,17.146,,,
86,08/29/24 11:15:00 AM,16.7,16.457,19.366,17.132,,,
87,08/29/24 11:30:00 AM,16.729,16.464,19.353,17.125,,,
88,08/29/24 11:45:00 AM,16.762,16.475,19.343,17.118,,,
89,08/29/24 12:00:00 PM,16.795,16.487,19.322,17.113,,,
90,08/29/24 12:15:00 PM,16.829,16.499,19.316,17.109,,,
91,08/29/24 12:30:00 PM,16.863,16.513,19.304,17.101,,,
92,08/29/24 12:45:00 PM,16.897,16.528,19.286,17.095,,,
93,08/29/24 01:00:00 PM,16.93,16.545,19.277,17.091,,,
94,08/29/24 01:15:00 PM,16.964,16.561,19.267,17.088,,,
95,08/29/24 01:30:00 PM,16.997,16.577,19.264,17.088,,,
96,08/29/24 01:45:00 PM,17.025,16.595,19.265,17.085,,,
97,08/29/24 02:00:00 PM,17.052,16.615,19.251,17.091,,,
98,08/29/24 02:15:00 PM,17.077,16.633,19.264,17.091,,,
99,08/29/24 02:30:00 PM,17.103,16.65,19.259,17.088,,,
100,08/29/24 02:45:00 PM,17.122,16.668,19.233,17.083,,,
101,08/29/24 03:00:00 PM,17.135,16.685,19.213,17.079,,,
102,08/29/24 03:15:00 PM,17.147,16.701,19.207,17.079,,,
103,08/29/24 03:30:00 PM,17.162,16.717,19.193,17.073,,,
104,08/29/24 03:45:00 PM,17.177,16.731,19.193,17.085,,,
105,08/29/24 04:00:00 PM,17.192,16.746,19.169,17.071,,,
106,08/29/24 04:15:00 PM,17.204,16.759,19.151,17.066,,,
107,08/29/24 04:30:00 PM,17.213,16.772,19.142,17.063,,,
108,08/29/24 04:45:00 PM,17.223,16.786,19.13,17.064,,,
109,08/29/24 05:00:00 PM,17.232,16.798,19.114,17.061,,,
110,08/29/24 05:15:00 PM,17.24,16.81,19.108,17.063,,,
111,08/29/24 05:30:00 PM,17.248,16.82,19.111,17.064,,,
112,08/29/24 05:45:00 PM,17.257,16.83,19.099,17.067,,,
113,08/29/24 06:00:00 PM,17.266,16.841,19.081,17.063,,,
114,08/29/24 06:15:00 PM,17.275,16.851,19.062,17.063,,,
115,08/29/24 06:30:00 PM,17.286,16.862,19.038,17.06,,,
116,08/29/24 06:45:00 PM,17.295,16.871,19.002,17.055,,,
117,08/29/24 07:00:00 PM,17.303,16.881,18.983,17.058,,,
118,08/29/24 07:15:00 PM,17.312,16.89,18.956,17.055,,,
119,08/29/24 07:30:00 PM,17.321,16.9,18.912,17.043,,,
120,08/29/24 07:45:00 PM,17.33,16.909,18.879,17.042,,,
121,08/29/24 08:00:00 PM,17.338,16.918,18.84,17.039,,,
122,08/29/24 08:15:00 PM,17.345,16.927,18.824,17.036,,,
123,08/29/24 08:30:00 PM,17.353,16.936,18.796,17.028,,,
124,08/29/24 08:45:00 PM,17.358,16.945,18.75,17.022,,,
125,08/29/24 09:00:00 PM,17.364,16.952,18.707,17.015,,,
126,08/29/24 09:15:00 PM,17.369,16.961,18.678,17.01,,,
127,08/29/24 09:30:00 PM,17.372,16.969,18.647,17.009,,,
128,08/29/24 09:45:00 PM,17.375,16.976,18.611,17.007,,,
129,08/29/24 10:00:00 PM,17.376,16.984,18.591,17.006,,,
130,08/29/24 10:15:00 PM,17.375,16.99,18.582,17.002,,,
131,08/29/24 10:30:00 PM,17.373,16.996,18.564,17,,,
132,08/29/24 10:45:00 PM,17.37,17,18.54,16.999,,,
133,08/29/24 11:00:00 PM,17.364,17.006,18.53,16.999,,,
134,08/29/24 11:15:00 PM,17.358,17.009,18.506,16.994,,,
135,08/29/24 11:30:00 PM,17.351,17.012,18.482,16.994,,,
136,08/29/24 11:45:00 PM,17.344,17.015,18.473,16.994,,,
137,08/30/24 12:00:00 AM,17.335,17.016,18.469,16.997,,,
138,08/30/24 12:15:00 AM,17.324,17.018,18.455,16.994,,,
139,08/30/24 12:30:00 AM,17.312,17.018,18.445,17.002,,,
140,08/30/24 12:45:00 AM,17.299,17.018,18.427,16.996,,,
141,08/30/24 01:00:00 AM,17.286,17.018,18.409,16.994,,,
142,08/30/24 01:15:00 AM,17.271,17.015,18.397,16.994,,,
143,08/30/24 01:30:00 AM,17.254,17.013,18.409,17.003,,,
144,08/30/24 01:45:00 AM,17.238,17.01,18.386,17,,,
145,08/30/24 02:00:00 AM,17.22,17.006,18.359,16.994,,,
146,08/30/24 02:15:00 AM,17.204,17.002,18.345,16.993,,,
147,08/30/24 02:30:00 AM,17.184,16.997,18.351,16.997,,,
148,08/30/24 02:45:00 AM,17.167,16.991,18.328,16.996,,,
149,08/30/24 03:00:00 AM,17.147,16.984,18.328,16.999,,,
150,08/30/24 03:15:00 AM,17.128,16.978,18.322,16.997,,,
151,08/30/24 03:30:00 AM,17.109,16.97,18.329,17.003,,,
152,08/30/24 03:45:00 AM,17.088,16.963,18.308,16.996,,,
153,08/30/24 04:00:00 AM,17.067,16.954,18.289,16.994,,,
154,08/30/24 04:15:00 AM,17.046,16.945,18.277,16.993,,,
155,08/30/24 04:30:00 AM,17.025,16.936,18.265,16.991,,,
156,08/30/24 04:45:00 AM,17.005,16.926,18.265,16.993,,,
157,08/30/24 05:00:00 AM,16.984,16.917,18.383,17.018,,,
158,08/30/24 05:15:00 AM,16.963,16.906,18.267,16.999,,,
159,08/30/24 05:30:00 AM,16.942,16.896,18.264,17.01,,,
160,08/30/24 05:45:00 AM,16.921,16.884,18.219,16.988,,,
161,08/30/24 06:00:00 AM,16.9,16.874,18.243,16.994,,,
162,08/30/24 06:15:00 AM,16.881,16.862,18.192,16.982,,,
163,08/30/24 06:30:00 AM,16.86,16.851,18.244,16.999,,,
164,08/30/24 06:45:00 AM,16.842,16.839,18.246,16.994,,,
165,08/30/24 07:00:00 AM,16.823,16.827,18.233,16.991,,,
166,08/30/24 07:15:00 AM,16.805,16.816,18.212,17,,,
167,08/30/24 07:30:00 AM,16.787,16.805,18.182,16.979,,,
168,08/30/24 07:45:00 AM,16.771,16.793,18.164,16.973,,,
169,08/30/24 08:00:00 AM,16.755,16.781,18.146,16.969,,,
170,08/30/24 08:15:00 AM,16.74,16.771,18.125,16.963,,,
171,08/30/24 08:30:00 AM,16.726,16.759,18.118,16.96,,,
172,08/30/24 08:45:00 AM,16.713,16.749,18.105,16.955,,,
173,08/30/24 09:00:00 AM,16.701,16.738,18.114,16.958,,,
174,08/30/24 09:15:00 AM,16.691,16.728,18.12,16.973,,,
175,08/30/24 09:30:00 AM,16.683,16.717,18.094,16.947,,,
176,08/30/24 09:45:00 AM,16.677,16.708,18.094,16.944,,,
177,08/30/24 10:00:00 AM,16.673,16.698,18.102,16.942,,,
178,08/30/24 10:15:00 AM,16.67,16.691,18.108,16.944,,,
179,08/30/24 10:30:00 AM,16.668,16.683,18.081,16.935,,,
180,08/30/24 10:45:00 AM,16.667,16.676,18.102,16.969,,,
181,08/30/24 11:00:00 AM,16.668,16.67,18.079,16.93,,,
182,08/30/24 11:15:00 AM,16.671,16.665,18.078,16.93,,,
183,08/30/24 11:30:00 AM,16.674,16.661,18.057,16.92,,,
184,08/30/24 11:45:00 AM,16.676,16.656,18.045,16.92,,,
185,08/30/24 12:00:00 PM,16.677,16.653,18.062,16.918,,,
186,08/30/24 12:15:00 PM,16.679,16.65,18.036,16.912,,,
187,08/30/24 12:30:00 PM,16.68,16.647,18.035,16.902,,,
188,08/30/24 12:45:00 PM,16.683,16.646,18.041,16.899,,,
189,08/30/24 01:00:00 PM,16.685,16.643,18.038,16.891,,,
190,08/30/24 01:15:00 PM,16.688,16.641,18.02,16.886,,,
191,08/30/24 01:30:00 PM,16.692,16.64,18.051,16.897,,,
192,08/30/24 01:45:00 PM,16.695,16.64,18.057,16.899,,,
193,08/30/24 02:00:00 PM,16.7,16.638,18.018,16.883,,,
194,08/30/24 02:15:00 PM,16.707,16.638,18.084,16.948,,,
195,08/30/24 02:30:00 PM,16.717,16.638,18.071,16.891,,,
196,08/30/24 02:45:00 PM,16.729,16.638,18.016,16.869,,,
197,08/30/24 03:00:00 PM,16.74,16.64,18.013,16.868,,,
198,08/30/24 03:15:00 PM,16.752,16.643,18.016,16.866,,,
199,08/30/24 03:30:00 PM,16.765,16.644,18.004,16.86,,,
200,08/30/24 03:45:00 PM,16.777,16.649,18.024,16.862,,,
201,08/30/24 04:00:00 PM,16.79,16.652,18.029,16.863,,,
202,08/30/24 04:15:00 PM,16.802,16.656,17.999,16.856,,,
203,08/30/24 04:30:00 PM,16.814,16.661,18.05,16.859,,,
204,08/30/24 04:45:00 PM,16.825,16.667,18.01,16.85,,,
205,08/30/24 05:00:00 PM,16.833,16.671,18.018,16.856,,,
206,08/30/24 05:15:00 PM,16.842,16.677,18.013,16.851,,,
207,08/30/24 05:30:00 PM,16.85,16.682,17.993,16.847,,,
208,08/30/24 05:45:00 PM,16.859,16.686,17.992,16.847,,,
209,08/30/24 06:00:00 PM,16.865,16.692,18.029,16.85,,,
210,08/30/24 06:15:00 PM,16.872,16.697,17.978,16.838,,,
211,08/30/24 06:30:00 PM,16.878,16.701,17.975,16.836,,,
212,08/30/24 06:45:00 PM,16.883,16.705,18.042,16.851,,,
213,08/30/24 07:00:00 PM,16.886,16.71,18.035,16.86,,,
214,08/30/24 07:15:00 PM,16.887,16.714,18.071,16.863,,,
215,08/30/24 07:30:00 PM,16.888,16.719,17.968,16.839,,,
216,08/30/24 07:45:00 PM,16.888,16.722,17.968,16.842,,,
217,08/30/24 08:00:00 PM,16.888,16.725,17.972,16.862,,,
218,08/30/24 08:15:00 PM,16.887,16.728,17.959,16.844,,,
219,08/30/24 08:30:00 PM,16.886,16.731,17.971,16.838,,,
220,08/30/24 08:45:00 PM,16.883,16.732,17.946,16.838,,,
221,08/30/24 09:00:00 PM,16.881,16.734,17.937,16.835,,,
222,08/30/24 09:15:00 PM,16.878,16.735,17.952,16.838,,,
223,08/30/24 09:30:00 PM,16.877,16.735,17.934,16.844,,,
224,08/30/24 09:45:00 PM,16.874,16.737,17.926,16.872,,,
225,08/30/24 10:00:00 PM,16.871,16.737,17.947,16.845,,,
226,08/30/24 10:15:00 PM,16.866,16.737,17.922,16.839,,,
227,08/30/24 10:30:00 PM,16.862,16.737,17.906,16.838,,,
228,08/30/24 10:45:00 PM,16.857,16.737,17.9,16.839,,,
229,08/30/24 11:00:00 PM,16.853,16.735,17.958,16.891,,,
230,08/30/24 11:15:00 PM,16.847,16.735,17.882,16.836,,,
231,08/30/24 11:30:00 PM,16.841,16.734,17.891,16.845,,,
232,08/30/24 11:45:00 PM,16.833,16.732,17.87,16.838,,,
233,08/31/24 12:00:00 AM,16.827,16.731,17.852,16.833,,,
234,08/31/24 12:15:00 AM,16.819,16.728,17.873,16.836,,,
235,08/31/24 12:30:00 AM,16.811,16.726,17.855,16.835,,,
236,08/31/24 12:45:00 AM,16.801,16.723,17.843,16.835,,,
237,08/31/24 01:00:00 AM,16.79,16.72,17.83,16.832,,,
238,08/31/24 01:15:00 AM,16.778,16.716,17.828,16.839,,,
239,08/31/24 01:30:00 AM,16.765,16.713,17.818,16.839,,,
240,08/31/24 01:45:00 AM,16.752,16.708,17.803,16.83,,,
241,08/31/24 02:00:00 AM,16.737,16.702,17.831,16.841,,,
242,08/31/24 02:15:00 AM,16.722,16.697,17.854,16.839,,,
243,08/31/24 02:30:00 AM,16.707,16.691,17.833,16.835,,,
244,08/31/24 02:45:00 AM,16.692,16.685,17.8,16.83,,,
245,08/31/24 03:00:00 AM,16.676,16.677,17.796,16.83,,,
246,08/31/24 03:15:00 AM,16.659,16.67,17.781,16.829,,,
247,08/31/24 03:30:00 AM,16.644,16.662,17.77,16.827,,,
248,08/31/24 03:45:00 AM,16.628,16.655,17.778,16.829,,,
249,08/31/24 04:00:00 AM,16.612,16.646,17.767,16.826,,,
250,08/31/24 04:15:00 AM,16.595,16.637,17.757,16.82,,,
251,08/31/24 04:30:00 AM,16.579,16.628,17.752,16.819,,,
252,08/31/24 04:45:00 AM,16.563,16.619,17.745,16.819,,,
253,08/31/24 05:00:00 AM,16.545,16.61,17.735,16.816,,,
254,08/31/24 05:15:00 AM,16.528,16.6,17.806,16.923,,,
255,08/31/24 05:30:00 AM,16.512,16.591,17.681,16.813,,,
256,08/31/24 05:45:00 AM,16.497,16.58,17.644,16.804,,,
257,08/31/24 06:00:00 AM,16.481,16.572,17.644,16.798,,,
258,08/31/24 06:15:00 AM,16.464,16.561,17.61,16.798,,,
259,08/31/24 06:30:00 AM,16.449,16.551,17.604,16.792,,,
260,08/31/24 06:45:00 AM,16.435,16.54,17.565,16.78,,,
261,08/31/24 07:00:00 AM,16.42,16.53,17.587,16.781,,,
262,08/31/24 07:15:00 AM,16.405,16.519,17.592,16.777,,,
263,08/31/24 07:30:00 AM,16.393,16.51,17.579,16.753,,,
264,08/31/24 07:45:00 AM,16.381,16.5,17.599,16.747,,,
265,08/31/24 08:00:00 AM,16.372,16.49,17.636,16.746,,,
266,08/31/24 08:15:00 AM,16.365,16.481,17.699,16.753,,,
267,08/31/24 08:30:00 AM,16.359,16.472,17.769,16.771,,,
268,08/31/24 08:45:00 AM,16.357,16.463,17.845,16.784,,,
269,08/31/24 09:00:00 AM,16.359,16.455,17.9,16.798,,,
270,08/31/24 09:15:00 AM,16.365,16.449,18.001,16.813,,,
271,08/31/24 09:30:00 AM,16.372,16.442,18.065,16.83,,,
272,08/31/24 09:45:00 AM,16.384,16.438,18.131,16.845,,,
273,08/31/24 10:00:00 AM,16.397,16.435,18.173,16.865,,,
274,08/31/24 10:15:00 AM,16.412,16.432,18.183,16.872,,,
275,08/31/24 10:30:00 AM,16.43,16.432,18.195,16.878,,,
276,08/31/24 10:45:00 AM,16.451,16.433,18.203,16.887,,,
277,08/31/24 11:00:00 AM,16.476,16.436,18.186,16.88,,,
278,08/31/24 11:15:00 AM,16.502,16.439,18.18,16.877,,,
279,08/31/24 11:30:00 AM,16.527,16.445,18.172,16.872,,,
280,08/31/24 11:45:00 AM,16.554,16.451,18.173,16.871,,,
281,08/31/24 12:00:00 PM,16.583,16.46,18.158,16.863,,,
282,08/31/24 12:15:00 PM,16.613,16.469,18.139,16.856,,,
283,08/31/24 12:30:00 PM,16.644,16.478,18.123,16.848,,,
284,08/31/24 12:45:00 PM,16.676,16.49,18.097,16.839,,,
285,08/31/24 01:00:00 PM,16.71,16.502,18.091,16.835,,,
286,08/31/24 01:15:00 PM,16.746,16.515,18.142,16.844,,,
287,08/31/24 01:30:00 PM,16.783,16.53,18.057,16.82,,,
288,08/31/24 01:45:00 PM,16.822,16.545,18.05,16.808,,,
289,08/31/24 02:00:00 PM,16.859,16.561,18.041,16.804,,,
290,08/31/24 02:15:00 PM,16.893,16.579,18.013,16.796,,,
291,08/31/24 02:30:00 PM,16.927,16.597,18.079,16.814,,,
292,08/31/24 02:45:00 PM,16.96,16.616,18.036,16.801,,,
293,08/31/24 03:00:00 PM,16.99,16.634,18.005,16.789,,,
294,08/31/24 03:15:00 PM,17.016,16.653,18.017,16.793,,,
295,08/31/24 03:30:00 PM,17.042,16.673,18.005,16.792,,,
296,08/31/24 03:45:00 PM,17.066,16.691,18.005,16.796,,,
297,08/31/24 04:00:00 PM,17.094,16.708,18.362,16.905,,,
298,08/31/24 04:15:00 PM,17.122,16.726,17.971,16.79,,,
299,08/31/24 04:30:00 PM,17.15,16.744,17.959,16.802,,,
300,08/31/24 04:45:00 PM,17.18,16.762,17.917,16.771,,,
301,08/31/24 05:00:00 PM,17.208,16.781,17.919,16.774,,,
302,08/31/24 05:15:00 PM,17.235,16.799,18.519,17.091,,,
303,08/31/24 05:30:00 PM,17.262,16.819,17.913,16.771,,,
304,08/31/24 05:45:00 PM,17.289,16.836,18.192,16.942,,,
305,08/31/24 06:00:00 PM,17.314,16.856,17.901,16.768,,,
306,08/31/24 06:15:00 PM,17.338,16.874,17.898,16.771,,,
307,08/31/24 06:30:00 PM,17.361,16.893,17.914,16.777,,,
308,08/31/24 06:45:00 PM,17.385,16.911,17.952,16.792,,,
309,08/31/24 07:00:00 PM,17.409,16.929,17.961,16.807,,,
310,08/31/24 07:15:00 PM,17.433,16.947,17.986,16.799,,,
311,08/31/24 07:30:00 PM,17.454,16.964,17.99,16.802,,,
312,08/31/24 07:45:00 PM,17.473,16.982,17.993,16.81,,,
313,08/31/24 08:00:00 PM,17.491,17,18.002,16.811,,,
314,08/31/24 08:15:00 PM,17.507,17.016,17.955,16.802,,,
315,08/31/24 08:30:00 PM,17.524,17.033,18.041,16.826,,,
316,08/31/24 08:45:00 PM,17.537,17.049,17.952,16.813,,,
317,08/31/24 09:00:00 PM,17.55,17.064,17.937,16.814,,,
318,08/31/24 09:15:00 PM,17.565,17.08,17.959,16.856,,,
319,08/31/24 09:30:00 PM,17.583,17.094,17.966,16.833,,,
320,08/31/24 09:45:00 PM,17.601,17.109,17.964,16.836,,,
321,08/31/24 10:00:00 PM,17.617,17.122,17.961,16.842,,,
322,08/31/24 10:15:00 PM,17.632,17.137,17.955,16.847,,,
323,08/31/24 10:30:00 PM,17.644,17.15,17.959,16.854,,,
324,08/31/24 10:45:00 PM,17.654,17.165,17.977,16.863,,,
325,08/31/24 11:00:00 PM,17.662,17.179,17.977,16.871,,,
326,08/31/24 11:15:00 PM,17.669,17.19,17.978,16.877,,,
327,08/31/24 11:30:00 PM,17.677,17.202,17.98,16.883,,,
328,08/31/24 11:45:00 PM,17.683,17.214,17.98,16.89,,,
329,2009/1/24 0:00,17.689,17.225,17.989,16.903,,,
330,2009/1/24 0:15,17.693,17.235,17.999,16.92,,,
331,2009/1/24 0:30,17.699,17.244,17.977,16.902,,,
332,2009/1/24 0:45,17.702,17.254,17.974,16.906,,,
333,2009/1/24 1:00,17.703,17.262,18.044,16.932,,,
334,2009/1/24 1:15,17.703,17.271,18.048,16.938,,,
335,2009/1/24 1:30,17.702,17.278,18.011,16.932,,,
336,2009/1/24 1:45,17.7,17.284,18.014,16.947,,,
337,2009/1/24 2:00,17.697,17.29,17.992,16.942,,,
338,2009/1/24 2:15,17.693,17.296,17.995,16.948,,,
339,2009/1/24 2:30,17.689,17.3,17.995,16.954,,,
340,2009/1/24 2:45,17.683,17.305,17.999,16.963,,,
341,2009/1/24 3:00,17.674,17.308,17.992,16.969,,,
342,2009/1/24 3:15,17.665,17.311,18.005,16.984,,,
343,2009/1/24 3:30,17.653,17.312,18.002,16.984,,,
344,2009/1/24 3:45,17.642,17.314,17.998,16.987,,,
345,2009/1/24 4:00,17.631,17.314,17.996,16.99,,,
346,2009/1/24 4:15,17.619,17.314,17.998,16.996,,,
347,2009/1/24 4:30,17.607,17.314,18.042,17.015,,,
348,2009/1/24 4:45,17.595,17.311,18.042,17.012,,,
349,2009/1/24 5:00,17.584,17.309,18.01,17.006,,,
350,2009/1/24 5:15,17.576,17.308,18.001,17.012,,,
351,2009/1/24 5:30,17.567,17.305,17.987,17.013,,,
352,2009/1/24 5:45,17.559,17.302,17.983,17.016,,,
353,2009/1/24 6:00,17.553,17.3,18.1,17.095,,,
354,2009/1/24 6:15,17.547,17.298,17.974,17.027,,,
355,2009/1/24 6:30,17.543,17.296,17.965,17.025,,,
356,2009/1/24 6:45,17.538,17.293,17.965,17.025,,,
357,2009/1/24 7:00,17.535,17.292,17.969,17.027,,,
358,2009/1/24 7:15,17.532,17.29,17.969,17.022,,,
359,2009/1/24 7:30,17.531,17.289,17.977,17.022,,,
360,2009/1/24 7:45,17.531,17.287,17.984,17.022,,,
361,2009/1/24 8:00,17.531,17.286,18.004,17.021,,,
362,2009/1/24 8:15,17.534,17.286,18.044,17.024,,,
363,2009/1/24 8:30,17.538,17.286,18.097,17.04,,,
364,2009/1/24 8:45,17.546,17.286,18.145,17.055,,,
365,2009/1/24 9:00,17.555,17.286,18.201,17.068,,,
366,2009/1/24 9:15,17.568,17.289,18.302,17.097,,,
367,2009/1/24 9:30,17.583,17.29,18.405,17.125,,,
368,2009/1/24 9:45,17.599,17.295,18.531,17.167,,,
369,2009/1/24 10:00,17.619,17.298,18.625,17.223,,,
370,2009/1/24 10:15,17.641,17.303,18.617,17.25,,,
371,2009/1/24 10:30,17.668,17.311,18.659,17.265,,,
372,2009/1/24 10:45,17.697,17.318,18.677,17.271,,,
373,2009/1/24 11:00,17.729,17.329,18.687,17.275,,,
374,2009/1/24 11:15,17.761,17.339,18.684,17.281,,,
375,2009/1/24 11:30,17.797,17.353,18.674,17.281,,,
376,2009/1/24 11:45,17.833,17.366,18.665,17.281,,,
377,2009/1/24 12:00,17.87,17.382,18.656,17.283,,,
378,2009/1/24 12:15,17.91,17.399,18.649,17.283,,,
379,2009/1/24 12:30,17.95,17.416,18.631,17.28,,,
380,2009/1/24 12:45,17.992,17.436,18.616,17.277,,,
