Plot Title: P9RG_2024_07102024,,,,,,,
#,"Date Heure, GMT+02:00","Tension, V (LGR S/N: 22073523, SEN S/N: 22073523, LBL: pression)","Temp., °C (LGR S/N: 22073523, SEN S/N: 22073523, LBL: temperature)","Temp., °C (LGR S/N: 22073523, SEN S/N: 22073523, LBL: temperature_in)",Hôte connecté (LGR S/N: 22073523),Arrêté (LGR S/N: 22073523),Fin de fichier (LGR S/N: 22073523)
47,2010/7/24 19:15,1.50656,14.295,14.295,,,
48,2010/7/24 19:30,1.52796,14.292,14.294,,,
49,2010/7/24 19:45,1.5444,14.295,14.297,,,
50,2010/7/24 20:00,1.56085,14.288,14.289,,,
51,2010/7/24 20:15,1.57477,14.289,14.289,,,
52,2010/7/24 20:30,1.58278,14.288,14.291,,,
53,2010/7/24 20:45,1.58633,14.292,14.294,,,
54,2010/7/24 21:00,1.58968,14.312,14.312,,,
55,2010/7/24 21:15,1.5906,14.331,14.33,,,
56,2010/7/24 21:30,1.59277,14.352,14.352,,,
57,2010/7/24 21:45,1.58942,14.384,14.384,,,
58,2010/7/24 22:00,1.593,14.412,14.412,,,
59,2010/7/24 22:15,1.60285,14.448,14.447,,,
60,2010/7/24 22:30,1.60803,14.477,14.475,,,
61,2010/7/24 22:45,1.61223,14.506,14.506,,,
62,2010/7/24 23:00,1.61707,14.526,14.524,,,
63,2010/7/24 23:15,1.61799,14.536,14.536,,,
64,2010/7/24 23:30,1.61406,14.548,14.547,,,
65,2010/7/24 23:45,1.61444,14.554,14.554,,,
66,2010/8/24 0:00,1.61582,14.565,14.565,,,
67,2010/8/24 0:15,1.61666,14.58,14.58,,,
68,2010/8/24 0:30,1.61353,14.595,14.595,,,
69,2010/8/24 0:45,1.61242,14.611,14.61,,,
70,2010/8/24 1:00,1.6062,14.622,14.622,,,
71,2010/8/24 1:15,1.6075,14.634,14.634,,,
72,2010/8/24 1:30,1.59724,14.641,14.641,,,
73,2010/8/24 1:45,1.579,14.649,14.649,,,
74,2010/8/24 2:00,1.58961,14.652,14.652,,,
75,2010/8/24 2:15,1.60372,14.655,14.656,,,
76,2010/8/24 2:30,1.61551,14.644,14.647,,,
77,2010/8/24 2:45,1.60555,14.628,14.631,,,
78,2010/8/24 3:00,1.6194,14.607,14.61,,,
79,2010/8/24 3:15,1.6183,14.589,14.592,,,
80,2010/8/24 3:30,1.62066,14.589,14.59,,,
81,2010/8/24 3:45,1.60662,14.598,14.599,,,
82,2010/8/24 4:00,1.61753,14.599,14.601,,,
83,2010/8/24 4:15,1.61646,14.584,14.587,,,
84,2010/8/24 4:30,1.60788,14.554,14.559,,,
85,2010/8/24 4:45,1.6162,14.518,14.523,,,
86,2010/8/24 5:00,1.60704,14.487,14.492,,,
87,2010/8/24 5:15,1.60918,14.454,14.459,,,
88,2010/8/24 5:30,1.60899,14.423,14.429,,,
89,2010/8/24 5:45,1.60788,14.394,14.399,,,
90,2010/8/24 6:00,1.60399,14.364,14.37,,,
91,2010/8/24 6:15,1.60914,14.337,14.343,,,
92,2010/8/24 6:30,1.60765,14.312,14.316,,,
93,2010/8/24 6:45,1.60472,14.286,14.291,,,
94,2010/8/24 7:00,1.60235,14.261,14.265,,,
95,2010/8/24 7:15,1.60269,14.238,14.243,,,
96,2010/8/24 7:30,1.60639,14.216,14.22,,,
97,2010/8/24 7:45,1.60124,14.194,14.198,,,
98,2010/8/24 8:00,1.60792,14.174,14.177,,,
99,2010/8/24 8:15,1.60533,14.153,14.158,,,
100,2010/8/24 8:30,1.60437,14.137,14.141,,,
101,2010/8/24 8:45,1.60502,14.122,14.125,,,
102,2010/8/24 9:00,1.60334,14.11,14.113,,,
103,2010/8/24 9:15,1.60349,14.098,14.101,,,
104,2010/8/24 9:30,1.60883,14.089,14.092,,,
105,2010/8/24 9:45,1.61231,14.084,14.086,,,
106,2010/8/24 10:00,1.60483,14.081,14.083,,,
107,2010/8/24 10:15,1.61173,14.075,14.077,,,
108,2010/8/24 10:30,1.60689,14.068,14.069,,,
109,2010/8/24 10:45,1.60616,14.06,14.063,,,
110,2010/8/24 11:00,1.60258,14.059,14.06,,,
111,2010/8/24 11:15,1.60697,14.057,14.059,,,
112,2010/8/24 11:30,1.60803,14.059,14.06,,,
113,2010/8/24 11:45,1.61013,14.057,14.059,,,
114,2010/8/24 12:00,1.61074,14.062,14.062,,,
115,2010/8/24 12:15,1.60662,14.068,14.068,,,
116,2010/8/24 12:30,1.60655,14.078,14.078,,,
117,2010/8/24 12:45,1.60994,14.095,14.093,,,
118,2010/8/24 13:00,1.60849,14.114,14.113,,,
119,2010/8/24 13:15,1.60559,14.14,14.138,,,
120,2010/8/24 13:30,1.61131,14.164,14.162,,,
121,2010/8/24 13:45,1.60979,14.183,14.182,,,
122,2010/8/24 14:00,1.60838,14.207,14.206,,,
123,2010/8/24 14:15,1.60582,14.229,14.228,,,
124,2010/8/24 14:30,1.60704,14.235,14.234,,,
125,2010/8/24 14:45,1.61322,14.265,14.264,,,
126,2010/8/24 15:00,1.6078,14.307,14.304,,,
127,2010/8/24 15:15,1.6059,14.358,14.354,,,
128,2010/8/24 15:30,1.59945,14.406,14.4,,,
129,2010/8/24 15:45,1.60365,14.441,14.438,,,
130,2010/8/24 16:00,1.60704,14.465,14.46,,,
131,2010/8/24 16:15,1.60555,14.502,14.499,,,
132,2010/8/24 16:30,1.59861,14.517,14.514,,,
133,2010/8/24 16:45,1.59834,14.538,14.535,,,
134,2010/8/24 17:00,1.59831,14.565,14.562,,,
135,2010/8/24 17:15,1.59987,14.587,14.586,,,
136,2010/8/24 17:30,1.59682,14.607,14.605,,,
137,2010/8/24 17:45,1.59251,14.623,14.622,,,
138,2010/8/24 18:00,1.59659,14.64,14.638,,,
139,2010/8/24 18:15,1.59499,14.653,14.652,,,
140,2010/8/24 18:30,1.59228,14.664,14.662,,,
141,2010/8/24 18:45,1.59163,14.674,14.674,,,
142,2010/8/24 19:00,1.54356,14.691,14.689,,,
143,2010/8/24 19:15,1.56268,14.699,14.699,,,
144,2010/8/24 19:30,1.60544,14.698,14.699,,,
145,2010/8/24 19:45,1.60613,14.71,14.71,,,
146,2010/8/24 20:00,1.60651,14.714,14.714,,,
147,2010/8/24 20:15,1.6099,14.717,14.717,,,
148,2010/8/24 20:30,1.61063,14.711,14.713,,,
149,2010/8/24 20:45,1.61231,14.717,14.717,,,
150,2010/8/24 21:00,1.61284,14.729,14.729,,,
151,2010/8/24 21:15,1.61379,14.734,14.734,,,
152,2010/8/24 21:30,1.61872,14.729,14.731,,,
153,2010/8/24 21:45,1.58915,14.725,14.726,,,
154,2010/8/24 22:00,1.58412,14.723,14.725,,,
155,2010/8/24 22:15,1.5882,14.719,14.72,,,
156,2010/8/24 22:30,1.57717,14.708,14.711,,,
157,2010/8/24 22:45,1.58038,14.682,14.685,,,
158,2010/8/24 23:00,1.58179,14.65,14.655,,,
159,2010/8/24 23:15,1.58106,14.617,14.623,,,
160,2010/8/24 23:30,1.5737,14.583,14.589,,,
161,2010/8/24 23:45,1.56573,14.55,14.556,,,
162,2010/9/24 0:00,1.56325,14.508,14.514,,,
163,2010/9/24 0:15,1.57664,14.454,14.463,,,
164,2010/9/24 0:30,1.58988,14.397,14.406,,,
165,2010/9/24 0:45,1.5816,14.334,14.345,,,
166,2010/9/24 1:00,1.59743,14.283,14.292,,,
167,2010/9/24 1:15,1.59457,14.244,14.253,,,
168,2010/9/24 1:30,1.58976,14.219,14.225,,,
169,2010/9/24 1:45,1.5985,14.204,14.21,,,
170,2010/9/24 2:00,1.59472,14.191,14.195,,,
171,2010/9/24 2:15,1.59854,14.179,14.183,,,
172,2010/9/24 2:30,1.60517,14.168,14.171,,,
173,2010/9/24 2:45,1.60487,14.158,14.161,,,
174,2010/9/24 3:00,1.60025,14.149,14.152,,,
175,2010/9/24 3:15,1.60941,14.14,14.143,,,
176,2010/9/24 3:30,1.59709,14.129,14.132,,,
177,2010/9/24 3:45,1.60674,14.12,14.125,,,
178,2010/9/24 4:00,1.60689,14.113,14.116,,,
179,2010/9/24 4:15,1.61013,14.105,14.108,,,
180,2010/9/24 4:30,1.60803,14.096,14.099,,,
181,2010/9/24 4:45,1.6043,14.087,14.09,,,
182,2010/9/24 5:00,1.60494,14.078,14.081,,,
183,2010/9/24 5:15,1.60758,14.071,14.074,,,
184,2010/9/24 5:30,1.60502,14.065,14.068,,,
185,2010/9/24 5:45,1.61269,14.059,14.062,,,
186,2010/9/24 6:00,1.60948,14.053,14.056,,,
187,2010/9/24 6:15,1.60288,14.047,14.05,,,
188,2010/9/24 6:30,1.60952,14.042,14.045,,,
189,2010/9/24 6:45,1.61368,14.035,14.038,,,
190,2010/9/24 7:00,1.61192,14.032,14.035,,,
191,2010/9/24 7:15,1.60513,14.029,14.032,,,
192,2010/9/24 7:30,1.6078,14.026,14.027,,,
193,2010/9/24 7:45,1.60483,14.021,14.024,,,
194,2010/9/24 8:00,1.60639,14.02,14.021,,,
195,2010/9/24 8:15,1.60174,14.017,14.018,,,
196,2010/9/24 8:30,1.60719,14.014,14.017,,,
197,2010/9/24 8:45,1.60109,14.012,14.014,,,
198,2010/9/24 9:00,1.59957,14.009,14.012,,,
199,2010/9/24 9:15,1.60964,14.008,14.009,,,
200,2010/9/24 9:30,1.60315,14.006,14.008,,,
201,2010/9/24 9:45,1.6075,14.005,14.006,,,
202,2010/9/24 10:00,1.60445,14.005,14.006,,,
203,2010/9/24 10:15,1.59667,14.009,14.009,,,
204,2010/9/24 10:30,1.59495,14.012,14.014,,,
205,2010/9/24 10:45,1.5972,14.018,14.02,,,
206,2010/9/24 11:00,1.58938,14.03,14.03,,,
207,2010/9/24 11:15,1.58164,14.041,14.041,,,
208,2010/9/24 11:30,1.5853,14.056,14.056,,,
209,2010/9/24 11:45,1.57855,14.071,14.071,,,
210,2010/9/24 12:00,1.58961,14.086,14.086,,,
211,2010/9/24 12:15,1.59842,14.104,14.102,,,
212,2010/9/24 12:30,1.61078,14.12,14.119,,,
213,2010/9/24 12:45,1.58042,14.137,14.137,,,
214,2010/9/24 13:00,1.59709,14.164,14.161,,,
215,2010/9/24 13:15,1.58877,14.189,14.188,,,
216,2010/9/24 13:30,1.59842,14.213,14.211,,,
217,2010/9/24 13:45,1.60517,14.238,14.237,,,
218,2010/9/24 14:00,1.60334,14.27,14.267,,,
219,2010/9/24 14:15,1.64511,14.298,14.295,,,
220,2010/9/24 14:30,1.60994,14.321,14.318,,,
221,2010/9/24 14:45,1.6117,14.34,14.339,,,
222,2010/9/24 15:00,1.58713,14.36,14.358,,,
223,2010/9/24 15:15,1.59609,14.384,14.382,,,
224,2010/9/24 15:30,1.63241,14.409,14.406,,,
225,2010/9/24 15:45,1.60449,14.433,14.432,,,
226,2010/9/24 16:00,1.61997,14.46,14.457,,,
227,2010/9/24 16:15,1.61982,14.489,14.484,,,
228,2010/9/24 16:30,1.62909,14.524,14.518,,,
229,2010/9/24 16:45,1.62268,14.563,14.557,,,
230,2010/9/24 17:00,1.622,14.604,14.598,,,
231,2010/9/24 17:15,1.58881,14.641,14.64,,,
232,2010/9/24 17:30,1.61151,14.673,14.674,,,
233,2010/9/24 17:45,1.66255,14.696,14.698,,,
234,2010/9/24 18:00,1.63416,14.723,14.72,,,
235,2010/9/24 18:15,1.63291,14.74,14.737,,,
236,2010/9/24 18:30,1.63214,14.768,14.764,,,
237,2010/9/24 18:45,1.6231,14.791,14.788,,,
238,2010/9/24 19:00,1.61627,14.807,14.804,,,
239,2010/9/24 19:15,1.61749,14.818,14.816,,,
240,2010/9/24 19:30,1.61715,14.815,14.815,,,
241,2010/9/24 19:45,1.60536,14.839,14.836,,,
242,2010/9/24 20:00,1.61723,14.868,14.867,,,
243,2010/9/24 20:15,1.61055,14.897,14.898,,,
244,2010/9/24 20:30,1.6239,14.927,14.924,,,
245,2010/9/24 20:45,1.62974,14.949,14.948,,,
246,2010/9/24 21:00,1.62726,14.967,14.969,,,
247,2010/9/24 21:15,1.61513,14.985,14.985,,,
248,2010/9/24 21:30,1.63329,14.984,14.984,,,
249,2010/9/24 21:45,1.62158,14.972,14.973,,,
250,2010/9/24 22:00,1.60681,14.951,14.954,,,
251,2010/9/24 22:15,1.61521,14.924,14.927,,,
252,2010/9/24 22:30,1.62264,14.892,14.897,,,
253,2010/9/24 22:45,1.61795,14.852,14.858,,,
254,2010/9/24 23:00,1.61139,14.809,14.815,,,
255,2010/9/24 23:15,1.62814,14.762,14.77,,,
256,2010/9/24 23:30,1.62821,14.716,14.723,,,
257,2010/9/24 23:45,1.63188,14.667,14.674,,,
258,2010/10/24 0:00,1.6313,14.619,14.626,,,
259,2010/10/24 0:15,1.62119,14.571,14.578,,,
260,2010/10/24 0:30,1.62818,14.524,14.532,,,
261,2010/10/24 0:45,1.64084,14.478,14.487,,,
262,2010/10/24 1:00,1.61913,14.433,14.441,,,
263,2010/10/24 1:15,1.62211,14.39,14.397,,,
264,2010/10/24 1:30,1.63149,14.349,14.355,,,
265,2010/10/24 1:45,1.6289,14.31,14.316,,,
266,2010/10/24 2:00,1.63809,14.271,14.277,,,
267,2010/10/24 2:15,1.66052,14.234,14.24,,,
268,2010/10/24 2:30,1.63439,14.197,14.204,,,
269,2010/10/24 2:45,1.6458,14.164,14.17,,,
270,2010/10/24 3:00,1.63207,14.125,14.132,,,
271,2010/10/24 3:15,1.64004,14.09,14.098,,,
272,2010/10/24 3:30,1.64527,14.06,14.066,,,
273,2010/10/24 3:45,1.63981,14.029,14.036,,,
274,2010/10/24 4:00,1.63954,14,14.006,,,
275,2010/10/24 4:15,1.63672,13.975,13.979,,,
276,2010/10/24 4:30,1.64473,13.949,13.954,,,
277,2010/10/24 4:45,1.64263,13.924,13.93,,,
278,2010/10/24 5:00,1.65545,13.898,13.904,,,
279,2010/10/24 5:15,1.6434,13.876,13.882,,,
280,2010/10/24 5:30,1.64118,13.855,13.859,,,
281,2010/10/24 5:45,1.64908,13.831,13.837,,,
282,2010/10/24 6:00,1.66743,13.811,13.816,,,
283,2010/10/24 6:15,1.64923,13.792,13.796,,,
284,2010/10/24 6:30,1.66079,13.777,13.78,,,
285,2010/10/24 6:45,1.67094,13.76,13.763,,,
286,2010/10/24 7:00,1.67418,13.745,13.75,,,
287,2010/10/24 7:15,1.66213,13.732,13.736,,,
288,2010/10/24 7:30,1.63386,13.721,13.724,,,
289,2010/10/24 7:45,1.67475,13.712,13.715,,,
290,2010/10/24 8:00,1.64313,13.705,13.708,,,
291,2010/10/24 8:15,1.66144,13.702,13.703,,,
292,2010/10/24 8:30,1.65644,13.703,13.705,,,
293,2010/10/24 8:45,1.66896,13.705,13.706,,,
294,2010/10/24 9:00,1.66861,13.711,13.711,,,
295,2010/10/24 9:15,1.66831,13.72,13.72,,,
296,2010/10/24 9:30,1.65599,13.736,13.736,,,
297,2010/10/24 9:45,1.69966,13.754,13.754,,,
298,2010/10/24 10:00,1.68082,13.778,13.777,,,
299,2010/10/24 10:15,1.66403,13.798,13.798,,,
300,2010/10/24 10:30,1.66129,13.822,13.82,,,
301,2010/10/24 10:45,1.66594,13.85,13.849,,,
302,2010/10/24 11:00,1.67514,13.871,13.871,,,
303,2010/10/24 11:15,1.66606,13.898,13.897,,,
304,2010/10/24 11:30,1.68128,13.931,13.928,,,
305,2010/10/24 11:45,1.66583,13.969,13.969,,,
306,2010/10/24 12:00,1.69207,13.991,13.991,,,
307,2010/10/24 12:15,1.67575,14.047,14.041,,,
308,2010/10/24 12:30,1.68799,14.087,14.084,,,
309,2010/10/24 12:45,1.65839,14.089,14.087,,,
310,2010/10/24 13:00,1.67033,14.132,14.128,,,
311,2010/10/24 13:15,1.66369,14.137,14.135,,,
312,2010/10/24 13:30,1.69097,14.173,14.168,,,
313,2010/10/24 13:45,1.64828,14.247,14.243,,,
314,2010/10/24 14:00,1.65671,14.283,14.28,,,
315,2010/10/24 14:15,1.6667,14.315,14.31,,,
316,2010/10/24 14:30,1.66438,14.336,14.333,,,
317,2010/10/24 14:45,1.67235,14.351,14.348,,,
318,2010/10/24 15:00,1.66167,14.39,14.385,,,
319,2010/10/24 15:15,1.65866,14.414,14.411,,,
320,2010/10/24 15:30,1.68368,14.442,14.439,,,
321,2010/10/24 15:45,1.67002,14.466,14.463,,,
322,2010/10/24 16:00,1.66449,14.469,14.469,,,
323,2010/10/24 16:15,1.65515,14.484,14.483,,,
324,2010/10/24 16:30,1.64092,14.49,14.49,,,
325,2010/10/24 16:45,1.65599,14.496,14.496,,,
326,2010/10/24 17:00,1.65324,14.517,14.514,,,
327,2010/10/24 17:15,1.64931,14.538,14.536,,,
328,2010/10/24 17:30,1.65583,14.541,14.541,,,
329,2010/10/24 17:45,1.65606,14.548,14.547,,,
330,2010/10/24 18:00,1.64992,14.568,14.566,,,
331,2010/10/24 18:15,1.6416,14.559,14.56,,,
332,2010/10/24 18:30,1.63672,14.551,14.551,,,
333,2010/10/24 18:45,1.65332,14.544,14.545,,,
334,2010/10/24 19:00,1.63657,14.53,14.533,,,
335,2010/10/24 19:15,1.64576,14.515,14.517,,,
336,2010/10/24 19:30,1.68437,14.506,14.508,,,
337,2010/10/24 19:45,1.67781,14.49,14.493,,,
338,2010/10/24 20:00,1.70436,14.463,14.468,,,
339,2010/10/24 20:15,1.70619,14.433,14.438,,,
340,2010/10/24 20:30,1.68406,14.406,14.411,,,
341,2010/10/24 20:45,1.70825,14.382,14.387,,,
342,2010/10/24 21:00,1.69451,14.357,14.363,,,
343,2010/10/24 21:15,1.69043,14.33,14.336,,,
344,2010/10/24 21:30,1.69936,14.295,14.301,,,
345,2010/10/24 21:45,1.68193,14.256,14.264,,,
346,2010/10/24 22:00,1.69821,14.228,14.234,,,
347,2010/10/24 22:15,1.69726,14.192,14.198,,,
348,2010/10/24 22:30,1.70336,14.153,14.161,,,
349,2010/10/24 22:45,1.69341,14.117,14.123,,,
350,2010/10/24 23:00,1.71164,14.084,14.09,,,
351,2010/10/24 23:15,1.6828,14.06,14.066,,,
352,2010/10/24 23:30,1.69936,14.044,14.05,,,
353,2010/10/24 23:45,1.72007,14.029,14.033,,,
354,2010/11/24 0:00,1.71717,14.009,14.014,,,
355,2010/11/24 0:15,1.72374,13.988,13.993,,,
356,2010/11/24 0:30,1.71313,13.966,13.972,,,
357,2010/11/24 0:45,1.70336,13.948,13.952,,,
358,2010/11/24 1:00,1.71798,13.934,13.939,,,
359,2010/11/24 1:15,1.73346,13.918,13.922,,,
360,2010/11/24 1:30,1.71546,13.9,13.904,,,
361,2010/11/24 1:45,1.73541,13.886,13.891,,,
362,2010/11/24 2:00,1.73308,13.868,13.873,,,
363,2010/11/24 2:15,1.79961,13.852,13.856,,,
364,2010/11/24 2:30,1.76867,13.831,13.837,,,
365,2010/11/24 2:45,1.75235,13.81,13.814,,,
366,2010/11/24 3:00,1.7607,13.784,13.79,,,
367,2010/11/24 3:15,1.78199,13.76,13.766,,,
368,2010/11/24 3:30,1.80297,13.735,13.741,,,
369,2010/11/24 3:45,1.80987,13.706,13.712,,,
370,2010/11/24 4:00,1.8019,13.675,13.682,,,
371,2010/11/24 4:15,1.79225,13.642,13.649,,,
372,2010/11/24 4:30,1.7779,13.608,13.616,,,
373,2010/11/24 4:45,1.79324,13.572,13.58,,,
374,2010/11/24 5:00,1.80861,13.538,13.545,,,
375,2010/11/24 5:15,1.82666,13.505,13.514,,,
376,2010/11/24 5:30,1.82853,13.475,13.482,,,
377,2010/11/24 5:45,1.83726,13.454,13.46,,,
378,2010/11/24 6:00,1.82647,13.434,13.44,,,
379,2010/11/24 6:15,1.81643,13.415,13.421,,,
380,2010/11/24 6:30,1.80934,13.391,13.397,,,
381,2010/11/24 6:45,1.80484,13.371,13.377,,,
382,2010/11/24 7:00,1.79465,13.351,13.357,,,
383,2010/11/24 7:15,1.76703,13.329,13.335,,,
384,2010/11/24 7:30,1.78557,13.314,13.32,,,
385,2010/11/24 7:45,1.78721,13.302,13.308,,,
386,2010/11/24 8:00,1.79549,13.287,13.291,,,
387,2010/11/24 8:15,1.78141,13.273,13.278,,,
388,2010/11/24 8:30,1.79454,13.263,13.266,,,
389,2010/11/24 8:45,1.77974,13.252,13.257,,,
390,2010/11/24 9:00,1.77104,13.24,13.245,,,
391,2010/11/24 9:15,1.79133,13.231,13.236,,,
392,2010/11/24 9:30,1.79068,13.225,13.228,,,
393,2010/11/24 9:45,1.77592,13.219,13.222,,,
394,2010/11/24 10:00,1.77703,13.212,13.215,,,
395,2010/11/24 10:15,1.78122,13.201,13.206,,,
396,2010/11/24 10:30,1.76535,13.194,13.198,,,
397,2010/11/24 10:45,1.76162,13.197,13.198,,,
398,2010/11/24 11:00,1.78054,13.2,13.203,,,
399,2010/11/24 11:15,1.7546,13.204,13.206,,,
400,2010/11/24 11:30,1.7813,13.219,13.221,,,
401,2010/11/24 11:45,1.77253,13.234,13.234,,,
402,2010/11/24 12:00,1.7707,13.269,13.266,,,
403,2010/11/24 12:15,1.76001,13.3,13.297,,,
404,2010/11/24 12:30,1.74395,13.335,13.332,,,
405,2010/11/24 12:45,1.74613,13.356,13.353,,,
406,2010/11/24 13:00,1.75772,13.392,13.389,,,
407,2010/11/24 13:15,1.7343,13.419,13.415,,,
408,2010/11/24 13:30,1.74311,13.452,13.448,,,
409,2010/11/24 13:45,1.74384,13.488,13.484,,,
410,2010/11/24 14:00,1.74193,13.524,13.518,,,
411,2010/11/24 14:15,1.72854,13.565,13.56,,,
412,2010/11/24 14:30,1.74056,13.613,13.607,,,
413,2010/11/24 14:45,1.73861,13.655,13.649,,,
414,2010/11/24 15:00,1.73579,13.694,13.687,,,
415,2010/11/24 15:15,1.73373,13.73,13.724,,,
416,2010/11/24 15:30,1.75425,13.745,13.741,,,
417,2010/11/24 15:45,1.75238,13.78,13.774,,,
418,2010/11/24 16:00,1.73285,13.838,13.831,,,
419,2010/11/24 16:15,1.73072,13.883,13.876,,,
420,2010/11/24 16:30,1.73411,13.915,13.909,,,
421,2010/11/24 16:45,1.72824,13.955,13.949,,,
422,2010/11/24 17:00,1.74643,13.973,13.969,,,
423,2010/11/24 17:15,1.73487,13.985,13.984,,,
424,2010/11/24 17:30,1.72766,13.988,13.987,,,
425,2010/11/24 17:45,1.72915,14,13.997,,,
426,2010/11/24 18:00,1.73194,14.017,14.014,,,
427,2010/11/24 18:15,1.72042,14.029,14.027,,,
428,2010/11/24 18:30,1.72267,14.026,14.026,,,
429,2010/11/24 18:45,1.72854,14.018,14.018,,,
430,2010/11/24 19:00,1.72873,13.997,14,,,
431,2010/11/24 19:15,1.71386,13.969,13.972,,,
432,2010/11/24 19:30,1.73049,13.937,13.942,,,
433,2010/11/24 19:45,1.71633,13.9,13.907,,,
434,2010/11/24 20:00,1.71927,13.856,13.864,,,
435,2010/11/24 20:15,1.72015,13.808,13.817,,,
436,2010/11/24 20:30,1.71847,13.756,13.766,,,
437,2010/11/24 20:45,1.73533,13.699,13.709,,,
438,2010/11/24 21:00,1.7221,13.638,13.651,,,
439,2010/11/24 21:15,1.72377,13.577,13.589,,,
440,2010/11/24 21:30,1.73274,13.515,13.527,,,
441,2010/11/24 21:45,1.73011,13.457,13.469,,,
442,2010/11/24 22:00,1.72217,13.403,13.415,,,
443,2010/11/24 22:15,1.72103,13.354,13.367,,,
444,2010/11/24 22:30,1.73083,13.306,13.318,,,
445,2010/11/24 22:45,1.72198,13.258,13.27,,,
446,2010/11/24 23:00,1.70573,13.212,13.222,,,
447,2010/11/24 23:15,1.72057,13.163,13.174,,,
448,2010/11/24 23:30,1.72644,13.117,13.127,,,
449,2010/11/24 23:45,1.71435,13.073,13.084,,,
450,2010/12/24 0:00,1.71141,13.031,13.041,,,
451,2010/12/24 0:15,1.72087,12.987,12.998,,,
452,2010/12/24 0:30,1.71,12.95,12.959,,,
453,2010/12/24 0:45,1.71386,12.909,12.919,,,
454,2010/12/24 1:00,1.70535,12.87,12.88,,,
455,2010/12/24 1:15,1.72152,12.834,12.843,,,
456,2010/12/24 1:30,1.72942,12.796,12.805,,,
457,2010/12/24 1:45,1.71595,12.763,12.772,,,
458,2010/12/24 2:00,1.72492,12.733,12.742,,,
459,2010/12/24 2:15,1.71996,12.704,12.713,,,
460,2010/12/24 2:30,1.71366,12.677,12.686,,,
461,2010/12/24 2:45,1.70233,12.653,12.66,,,
462,2010/12/24 3:00,1.71561,12.63,12.637,,,
463,2010/12/24 3:15,1.72728,12.613,12.621,,,
464,2010/12/24 3:30,1.72175,12.598,12.606,,,
465,2010/12/24 3:45,1.72076,12.579,12.586,,,
466,2010/12/24 4:00,1.7153,12.562,12.568,,,
467,2010/12/24 4:15,1.71393,12.547,12.553,,,
468,2010/12/24 4:30,1.7166,12.536,12.541,,,
469,2010/12/24 4:45,1.72309,12.527,12.532,,,
470,2010/12/24 5:00,1.72049,12.526,12.53,,,
471,2010/12/24 5:15,1.71698,12.524,12.529,,,
472,2010/12/24 5:30,1.71756,12.523,12.526,,,
473,2010/12/24 5:45,1.71542,12.523,12.526,,,
474,2010/12/24 6:00,1.71977,12.523,12.526,,,
475,2010/12/24 6:15,1.7079,12.521,12.524,,,
476,2010/12/24 6:30,1.71328,12.52,12.524,,,
477,2010/12/24 6:45,1.7179,12.521,12.524,,,
478,2010/12/24 7:00,1.72637,12.521,12.524,,,
